Country,Product,Year,EU_member,Export quantity,Export value,Import quantity,Import value,trade_balance,trade_ratio,is_ireland
Australia,"Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip",2020,0,0.2355284469075489,0.7781512503836436,0.0,0.0,0.7781512503836436,0.7781512503836436,0
Australia,"Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip",2021,0,0.00860017176191757,0.3010299956639812,0.0,0.0,0.3010299956639812,0.3010299956639812,0
Australia,"Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip",2022,0,0.48572142648158,2.041392685158225,0.0,0.0,2.041392685158225,2.041392685158225,0
Australia,"Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip",2023,0,0.0,0.8450980400142568,0.0,0.3010299956639812,0.7781512503836436,0.6020599913279624,0
Australia,"Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip",2024,0,0.26481782300953643,1.2041199826559248,0.0,0.3010299956639812,1.1760912590556813,0.9294189257142927,0
Australia,"Bambara beans, dry",2020,0,0.0,0.0,0.3010299956639812,0.47712125471966244,-0.47712125471966244,0.0,0
Australia,"Bambara beans, dry",2021,0,0.0,0.0,0.5314789170422551,0.7781512503836436,-0.7781512503836436,0.0,0
Australia,"Bambara beans, dry",2022,0,0.0,0.0,0.3010299956639812,0.47712125471966244,-0.47712125471966244,0.0,0
Australia,Bananas,2019,0,1.9675947726718899,2.2576785748691846,1.7160868537748322,2.401400540781544,-1.8573324964312685,0.23408320603336802,0
Australia,Bananas,2020,0,1.6099144100859977,1.9444826721501687,1.993215720474137,2.537819095073274,-2.41161970596323,0.09766465174163792,0
Australia,Bananas,2021,0,1.9151887051731564,2.2695129442179165,1.776991584856405,2.5563025007672873,-2.2430380486862944,0.18009400150935517,0
Australia,Bananas,2022,0,1.5747255835940734,2.0,1.5577477416414682,2.3710678622717363,-2.1335389083702174,0.15267860453982823,0
Australia,Bananas,2023,0,1.3191060593097763,1.6232492903979006,1.3740147402919116,2.161368002234975,-2.0170333392987803,0.10814494198294139,0
Australia,Bananas,2024,0,1.0944711286416449,1.4913616938342726,1.9226735678585543,2.4756711883244296,-2.429752280002408,0.04152470962554462,0
Australia,Barley,2019,0,6.458226774194086,5.860300865316824,1.714497408649806,2.1398790864012365,5.8602187838605095,3.720503844861476,0
Australia,Barley,2020,0,6.62922711324916,5.958287165264456,1.8484970180903666,2.2624510897304293,5.958200146674328,3.6959230766919315,0
Australia,Barley,2021,0,6.940696466680203,6.303928985763843,1.887335930399167,2.1583624920952498,6.303898139200467,4.145597338041191,0
Australia,Barley,2022,0,6.903218126759096,6.366037057610709,1.4109458586877746,1.8195439355418688,6.366024905081136,4.546505274258367,0
Australia,Barley,2023,0,6.918040151309664,6.353935840055864,1.3850697763319348,1.7481880270062005,6.3539252666124,4.605758386235709,0
Australia,Barley,2024,0,6.809378485129522,6.218692232559574,1.2407987711173312,1.6127838567197355,6.218681733332716,4.60591887481288,0
Australia,"Beans, dry",2019,0,4.4573405829457675,4.436893809463851,3.972986916034676,4.066773037085025,4.195484523033763,0.5243695132383952,0
Australia,"Beans, dry",2020,0,4.794035949976784,4.803627795344815,4.1048949244222035,4.268414144576543,4.653916465106381,0.6463361380389265,0
Australia,"Beans, dry",2021,0,5.0765386837967545,5.077654917236851,3.9637094584446744,4.1328997699444825,5.02530586526477,0.9914674935941664,0
Australia,"Beans, dry",2022,0,5.065770605503122,4.998398848377325,4.037409364884582,4.242715310039108,4.914586420842026,0.82590833738098,0
Australia,"Beans, dry",2023,0,4.7860891150440565,4.766457464116555,3.9688274455701196,4.178458936452201,4.636738571385955,0.6877515818481225,0
Australia,"Beans, dry",2024,0,5.042081324759868,4.961178960803617,4.0055073977484,4.177392192076099,4.883121780059414,0.8499288695832974,0
Australia,Beef and veal preparations nes,2019,0,3.9837525433861263,4.778939502912978,3.8160881095797947,4.609146011529596,4.288964260896139,0.39416800765089716,0
Australia,Beef and veal preparations nes,2020,0,3.9908208406132184,4.820129180562099,3.8194610168619247,4.596893853733629,4.4242771222724,0.4268317496403066,0
Australia,Beef and veal preparations nes,2021,0,4.041651210819037,4.893362227087811,3.894207475489998,4.704605172200985,4.440531270399891,0.4055803552101766,0
Australia,Beef and veal preparations nes,2022,0,4.023617854219004,4.890974014762529,3.917684021981583,4.756620896263784,4.316012304249464,0.373378175693642,0
Australia,Beef and veal preparations nes,2023,0,3.992670580423802,4.890381891409392,3.8968556713042024,4.7653257514711855,4.288696260590256,0.36804068219941527,0
Australia,Beef and veal preparations nes,2024,0,4.083379337233415,4.936860436459222,3.9138096153437125,4.822240019784276,4.302309278369985,0.3621078134993217,0
Australia,"Beer of barley, malted",2019,0,2.9641275770553617,3.271841606536499,5.428784857716395,5.555625197330222,-5.5533610744946875,0.0022523803944305225,0
Australia,"Beer of barley, malted",2020,0,2.413567971273289,2.8182258936139557,5.33257416078819,5.4557597237404165,-5.454759516567524,0.0009979089256277403,0
Australia,"Beer of barley, malted",2021,0,4.09222397412409,4.146624088824005,5.273890814682999,5.412630199947477,-5.388431594577801,0.022921141308310203,0
Australia,"Beer of barley, malted",2022,0,4.165374921369688,4.291213400273596,5.585502228029633,5.436938275283285,-5.404724274300477,0.029988630373203404,0
Australia,"Beer of barley, malted",2023,0,4.2725027634348445,4.347310496025192,5.092538258838306,5.285300706941996,-5.2320757522277415,0.04740834521908456,0
Australia,"Beer of barley, malted",2024,0,4.212064225932431,4.345295295579301,5.14731386943083,5.296303127312755,-5.24474704283614,0.04608007039820053,0
Australia,Bees,2019,0,4.2440295890300215,2.962369335670021,0.0,0.0,2.962369335670021,2.962369335670021,0
Australia,Bees,2020,0,3.7431176252147416,2.5634810853944106,0.0,0.0,2.5634810853944106,2.5634810853944106,0
Australia,Bees,2021,0,4.05720951250779,2.727541257028556,0.0,0.0,2.727541257028556,2.727541257028556,0
Australia,Bees,2022,0,4.2729781090736845,3.231979026831504,0.0,0.0,3.231979026831504,3.231979026831504,0
Australia,Bees,2023,0,4.489212933464914,3.286456469746983,0.0,0.0,3.286456469746983,3.286456469746983,0
Australia,Bees,2024,0,4.34609858337099,3.044539760392411,0.0,0.0,3.044539760392411,3.044539760392411,0
Australia,Beeswax,2019,0,0.0,0.0,2.6536947953150816,3.555698894718901,-3.555698894718901,0.0,0
Australia,Beeswax,2020,0,0.0,0.0,2.5963991441739878,3.469527479187014,-3.469527479187014,0.0,0
Australia,Beeswax,2021,0,0.0,0.0,2.5878231713189552,3.468790262099611,-3.468790262099611,0.0,0
Australia,Beeswax,2022,0,0.0,0.0,2.656318648771342,3.506369717095504,-3.506369717095504,0.0,0
Australia,Beeswax,2023,0,0.0,0.0,2.669967369908504,3.5313511645830595,-3.5313511645830595,0.0,0
Australia,Beeswax,2024,0,0.0,0.0,2.5208240223559613,3.3681008517093516,-3.3681008517093516,0.0,0
Australia,Beet pulp,2019,0,0.0,0.0,3.4428104595058477,3.0813473078041325,-3.0813473078041325,0.0,0
Australia,Beet pulp,2020,0,0.0,0.0,3.445403354012159,3.118595365223762,-3.118595365223762,0.0,0
Australia,Beet pulp,2021,0,0.0,0.0,3.2615792530615004,3.0199466816788423,-3.0199466816788423,0.0,0
Australia,Beet pulp,2022,0,0.0,0.0,3.3995006613146104,3.3251049829714074,-3.3251049829714074,0.0,0
Australia,Beet pulp,2023,0,0.0,0.0,2.968431577351267,2.828015064223977,-2.828015064223977,0.0,0
Australia,Beet pulp,2024,0,0.0,0.0,3.2566383825918916,3.0827853703164503,-3.0827853703164503,0.0,0
Australia,"Bovine meat, salted, dried or smoked",2019,0,1.4539295920577286,2.513217600067939,0.17026171539495738,1.1139433523068367,2.496929648073215,1.414973347970818,0
Australia,"Bovine meat, salted, dried or smoked",2020,0,1.1357685145678222,2.5599066250361124,0.4424797690644486,1.6720978579357175,2.5010592622177517,0.9396254500716243,0
Australia,"Bovine meat, salted, dried or smoked",2021,0,0.9656719712201067,2.12057393120585,0.5514499979728752,1.8976270912904414,1.7323937598229686,0.4245922034434778,0
Australia,"Bovine meat, salted, dried or smoked",2022,0,1.3473300153169503,2.444044795918076,0.5622928644564748,1.9395192526186185,2.2833012287035497,0.6215821310304375,0
Australia,"Bovine meat, salted, dried or smoked",2023,0,1.619719265611727,2.4456042032735974,0.7831886910752576,2.164352855784437,2.1271047983648077,0.46301300080829555,0
Australia,"Bovine meat, salted, dried or smoked",2024,0,1.677789391068861,2.661812685537261,0.48287358360875376,1.8325089127062364,2.593286067020457,0.8884768314475028,0
Australia,Bran of cereals n.e.c.,2019,0,4.279470737310175,3.7063763558396903,1.808210972924222,2.6444385894678386,3.6670792054642165,1.097972291112654,0
Australia,Bran of cereals n.e.c.,2020,0,4.088120489271659,3.4800069429571505,2.082102884327094,2.8561244442423,3.362293937964231,0.7163986536073372,0
Australia,Bran of cereals n.e.c.,2021,0,4.252327192183167,3.5975855017522047,2.482158695411276,2.887617300335736,3.5035183127240748,0.7872438404020754,0
Australia,Bran of cereals n.e.c.,2022,0,4.20353084278224,3.5630061870617937,2.5008811238504554,3.088844562727004,3.385606273598312,0.5997532123541656,0
Australia,Bran of cereals n.e.c.,2023,0,4.156059461215515,3.5613399414589013,2.5514011980984597,3.089198366805149,3.382917135087531,0.5982414077407454,0
Australia,Bran of cereals n.e.c.,2024,0,4.119750294249179,3.5390760987927767,2.4461953130146363,3.04766419460156,3.370142847051102,0.6127269038009071,0
Australia,Bran of maize,2019,0,2.03342375548695,2.0211892990699383,2.523681447800753,2.292256071356476,-1.9637878273455553,0.1848651833631864,0
Australia,Bran of maize,2020,0,2.1932916025795164,1.8692317197309762,3.110266394087106,3.232487866352986,-3.2135177569963047,0.018176053110257325,0
Australia,Bran of maize,2021,0,2.5066267801462394,2.2174839442139063,3.242886639648351,3.2973227142053028,-3.2598326990634834,0.034509330230945975,0
Australia,Bran of maize,2022,0,2.2125870781238937,2.5563025007672873,3.4020979537848604,3.5947239464097467,-3.5531545481696254,0.037935766884166715,0
Australia,Bran of maize,2023,0,1.954387250144515,2.5854607295085006,3.369438515442143,3.5352941200427703,-3.4837298990000236,0.04608656866721629,0
Australia,Bran of maize,2024,0,1.0417873189717517,1.4471580313422192,3.344576956951177,3.4649364291217326,-3.4608978427565478,0.004001376543728573,0
Australia,Bran of pulses,2019,0,0.0,0.0,2.590440556549971,2.629409599102719,-2.629409599102719,0.0,0
Australia,Bran of pulses,2020,0,0.919078092376074,2.406540180433955,2.7208123220021467,2.7730546933642626,-2.530199698203082,0.15482871696644432,0
Australia,Bran of pulses,2021,0,0.6464037262230695,0.47712125471966244,3.027080384102412,3.084576277934331,-3.083860800866573,0.0007143002957339558,0
Australia,Bran of pulses,2022,0,0.250420002308894,0.47712125471966244,3.1917722847007894,3.3244882333076564,-3.3240765797394864,0.0004112637446570182,0
Australia,Bran of pulses,2023,0,1.5640739789771467,0.9542425094393249,3.111766433052562,3.1122697684172707,-3.1095785469043866,0.0026746472953140723,0
Australia,Bran of pulses,2024,0,0.0,0.0,3.1627346261552463,3.1986570869544226,-3.1986570869544226,0.0,0
Australia,Bran of rice,2021,0,0.3424226808222063,1.462397997898956,0.0,0.0,1.462397997898956,1.462397997898956,0
Australia,Bran of rice,2022,0,1.4787107555127592,1.8260748027008264,0.0,0.0,1.8260748027008264,1.8260748027008264,0
Australia,Bran of rice,2023,0,0.19589965240923368,0.8450980400142568,0.0,0.0,0.8450980400142568,0.8450980400142568,0
Australia,Bran of rice,2024,0,1.3053513694466237,1.3222192947339193,0.0,0.0,1.3222192947339193,1.3222192947339193,0
Australia,Bran of wheat,2019,0,4.470740423545144,3.892595422828898,2.956062726477653,2.8830933585756897,3.8479426388452236,1.0499888037941012,0
Australia,Bran of wheat,2020,0,4.95228706995909,4.331366551785781,2.997425705055229,2.9079485216122722,4.314688651046117,1.439479077006269,0
Australia,Bran of wheat,2021,0,4.842243929214561,4.251954398227403,3.5208803083838083,3.746011107751926,4.08962255158434,0.6238353178342751,0
Australia,Bran of wheat,2022,0,4.968448390413797,4.427404955310274,3.736374189326409,4.019282495761732,4.212240888801534,0.5513538307417283,0
Australia,Bran of wheat,2023,0,4.829357236016353,4.267640982345916,3.5926052867499605,3.864333055033393,4.049373100151531,0.547892220837719,0
Australia,Bran of wheat,2024,0,5.038080753617603,4.409831719786006,3.7962044010063036,3.9093955459671057,4.244969460136198,0.6196496247986634,0
Australia,"Brazil nuts, in shell",2019,0,1.2814878879400813,2.089905111439398,0.9614210940664483,1.6127838567197355,1.919078092376074,0.5994037476842223,0
Australia,"Brazil nuts, in shell",2022,0,0.4638929889859073,1.3424226808222062,0.0,0.0,1.3424226808222062,1.3424226808222062,0
Australia,"Brazil nuts, in shell",2023,0,0.22271647114758325,1.0,0.0,0.0,1.0,1.0,0
Australia,"Brazil nuts, in shell",2024,0,1.1504494094608806,1.0413926851582251,0.0,0.0,1.0413926851582251,1.0413926851582251,0
Australia,"Brazil nuts, shelled",2019,0,1.3942765267678214,2.271841606536499,3.0326147321262646,3.893928126542607,-3.88349109018893,0.010192086933592784,0
Australia,"Brazil nuts, shelled",2020,0,1.2814878879400813,2.1367205671564067,2.9419733080739445,3.7132384615456617,-3.7016543173257483,0.011283165572901,0
Australia,"Brazil nuts, shelled",2021,0,1.2337573629655105,2.0969100130080562,2.9836262871245345,3.821840927200454,-3.8136476953468965,0.008041519243038956,0
Australia,"Brazil nuts, shelled",2022,0,1.5690225860295637,2.292256071356476,3.0049615935168217,3.9439888750737717,-3.934245881023071,0.009529206371220728,0
Australia,"Brazil nuts, shelled",2023,0,1.2730012720637376,2.0453229787866576,2.9789652822517767,3.7730546933642626,-3.7649229846498886,0.007982245256869178,0
Australia,"Brazil nuts, shelled",2024,0,1.4514794051248618,2.4082399653118496,3.0901804304091796,3.912912551176097,-3.899163641477219,0.013326969869765207,0
Australia,Bread,2019,0,3.237282278516817,3.7177536932107156,3.9285591941061657,4.403566602538052,-4.303325678218915,0.0813877448829301,0
Australia,Bread,2020,0,3.15478902873875,3.7311857076340003,3.9777578903419744,4.4935695729787,-4.411181824182253,0.06922274029490078,0
